NCESSCH,NAME,STREET,CITY,STATE,ZIP,LAT,LON,CNTY
210009401779,Kentucky School for the Blind,1867 Frankfort Ave,Louisville,KY,40206,38.256716000000004,-85.713077,21111
210009501715,Kentucky School for the Deaf,303 S 2nd St,Danville,KY,40422,37.643182,-84.77162200000001,21021
210012000016,Anderson County High School,1 Bearcat Dr,Lawrenceburg,KY,40342,38.023441,-84.907923,21005
210012000017,Anderson County Middle School,1 Mustang Trail,Lawrenceburg,KY,40342,38.03848,-84.900698,21005
210012000018,Saffell Street Elementary School,210 Saffell St,Lawrenceburg,KY,40342,38.032562,-84.897661,21005
210012000021,Emma B. Ward Elementary School,1150 BYPASS N,Lawrenceburg,KY,40342,38.047305,-84.911313,21005
210012001298,Ezra Sparrow Early Childhood Center,1154 BYPASS N,Lawrenceburg,KY,40342,38.04882,-84.91284900000001,21005
210012001955,Robert B. Turner Elementary School,1411 Fox Creek Road,Lawrenceburg,KY,40342,38.014001,-84.922719,21005
210012002086,Kentucky TECH - Anderson County Tech Ctr,1500 Bypass North US 127,Lawrenceburg,KY,40342,38.075015,-84.915833,21005
210012002371,APEX Academy,1 Bearcat Drive,Lawrenceburg,KY,40342,38.023441,-84.907923,21005
210015000022,Paul G. Blazer High School,1500 Blazer Blvd,Ashland,KY,41102,38.454831,-82.663488,21019
210015000023,Ashland Middle School,2800 Kansas St,Ashland,KY,41102,38.456429,-82.65039800000001,21019
210015000025,Crabbe Elementary School,520 17th St,Ashland,KY,41101,38.475594,-82.639472,21019
210015000026,Hager Elementary School,1600 Blackburn Ave,Ashland,KY,41101,38.463066000000005,-82.65792,21019
210015000028,Oakview Elementary School,3111 Blackburn Ave,Ashland,KY,41101,38.455259,-82.643517,21019
210015000029,Poage Elementary School,3215 S 29th St,Ashland,KY,41102,38.454034,-82.655199,21019
210015000031,Charles Russell Elementary School,1100 Russell St,Ashland,KY,41101,38.450250000000004,-82.623694,21019
210015002023,Ashland Head Start,1820 Hickman St,Ashland,KY,41101,38.4773,-82.65557100000001,21019
210018001968,Augusta Independent School,207 Bracken St,Augusta,KY,41002,38.773891,-84.003309,21023
210021000035,Ballard County Middle School,3561 Paducah Rd,Barlow,KY,42024,37.067651,-88.98705100000001,21007
210021000036,Ballard Memorial High School,3561 Paducah Rd,Barlow,KY,42024,37.068015,-88.987654,21007
210021000040,Ballard Co. Preschool/Headstart Center,3383 Paducah Road,Barlow,KY,42024,37.0645,-88.991961,21007
210021000356,Ballard County Elementary School,3383 Paducah Rd,Barlow,KY,42024,37.067019,-88.990902,21007
210021002404,Ballard County Career and Technology Ctr,11 Vocational School Rd,Barlow,KY,42024,37.068535000000004,-88.98609400000001,21007
210024001969,Barbourville City School,140 School St,Barbourville,KY,40906,36.871234,-83.893202,21121
210027000044,Bardstown Elementary School,420 N 5th St,Bardstown,KY,40004,37.814912,-85.470924,21179
210027000045,Bardstown High School,400 N 5th St,Bardstown,KY,40004,37.81423,-85.46941,21179
210027000046,Bardstown Middle School,410 N 5th St,Bardstown,KY,40004,37.815472,-85.470341,21179
210027002050,Bardstown Primary School,1000 Templin Ave,Bardstown,KY,40004,37.82303,-85.472767,21179
210027002222,Bardstown Early Childhood Center,980 Templin Ave,Bardstown,KY,40004,37.823930000000004,-85.47384100000001,21179
210027002359,Bardstown Alternative School,1345 Templin Av,Bardstown,KY,40004,37.825193,-85.48174300000001,21179
210028902040,Paducah Area Technology Center,2400 Adams St,Paducah,KY,42003,37.070795000000004,-88.62325,21145
210028902042,Garrard County Area Technology Center,306 W. Maple Ave,Lancaster,KY,40444,37.623041,-84.585012,21079
210028902043,Morgan County Area Technology Center,162 Road To Success,West Liberty,KY,41472,37.894433,-83.283191,21175
210028902057,Caldwell County Area Technology Center,130 Vocational School Rd,Princeton,KY,42445,37.135281,-87.896557,21033
210028902059,Leslie County Area Technology Center,175 Eagle Lane,Hyden,KY,41749,37.144929000000005,-83.38123300000001,21131
210028902062,Clark County Area Technology Center,2478 Boonesboro Road,Winchester,KY,40391,37.962198,-84.214892,21049
210028902064,Marion County Area Technology Center,721 East Main,Lebanon,KY,40033,37.577642000000004,-85.228019,21155
210028902069,Lake Cumberland Area Technology Center,2330 Highway 127 South,Russell Springs,KY,42642,37.032879,-85.074089,21207
210028902070,Clay County Area Technology Center,1097 North Hwy 11,Manchester,KY,40962,37.232379,-83.76482800000001,21051
210028902072,Pulaski County Area Technology Center,3865 S Hwy 27,Somerset,KY,42501,37.039283000000005,-84.628815,21199
210028902078,Green County Area Technology Center,102 Carlisle Ave,Greensburg,KY,42743,37.257667,-85.48784400000001,21087
210028902088,Mason County Area Technology Center,646 Kenton Station Rd,Maysville,KY,41056,38.634781000000004,-83.79529500000001,21161
210028902090,Floyd County Area Technology Center,1024 KY Rt. 122,Martin,KY,41649,37.55136,-82.751164,21071
210028902091,Trailblazer Academy,661 Tapp Rd,Harrodsburg,KY,40330,37.777866,-84.85219000000001,21167
210028902094,Breckinridge County Area Technology Ctr,1915 E Hwy 60,Harned,KY,40144,37.755041,-86.426372,21027
210028902095,Webster County Area Technology Center,325 State Rt. 1340,Dixon,KY,42409,37.498286,-87.71435100000001,21233
210028902096,Ohio County Area Technology Center,1406 South Main Street,Hartford,KY,42347,37.428434,-86.886508,21183
210028902097,Carroll County Area Technology Center,1704 Highland Ave,Carrollton,KY,41008,38.685238,-85.157279,21041
210028902102,Clinton County Area Technology Center,1273 KY HWY 90,Albany,KY,42602,36.754205,-85.15989900000001,21053
210028902104,Corbin Area Technology Center,1909 South Snyder Ave,Corbin,KY,40701,36.930342,-84.094622,21235
210028902105,Casey County Area Technology Center,1723 East KY 70,Liberty,KY,42539,37.326377,-84.907404,21045
210028902106,Jackson Area Technology Center,562 Education Mountain Drive,McKee,KY,40447,37.437691,-83.985884,21109
210028902107,Belfry Area Technology Center,25369 U.S. 119 N.,Belfry,KY,41514,37.624044,-82.2672,21195
210028902114,Knox County Area Technology Center,210 Wall Street,Barbourville,KY,40906,36.866379,-83.892163,21121
210028902115,Montgomery County Area Technology Center,682 Woodford St,Mt Sterling,KY,40353,38.043386,-83.941845,21173
210028902116,Butler Co. Area Technology Center,179 Academic Way,Morgantown,KY,42261,37.215359,-86.705758,21031
210028902118,Lee County Area Technology Center,960 Center Street,Beattyville,KY,41311,37.578935,-83.70900400000001,21129
210028902123,Madison County Area Technology Center,703 North Second Street,Richmond,KY,40475,37.754956,-84.29058,21151
210028902126,Meade County Area Technology Center,110 Greer Street,Brandenburg,KY,40108,37.997004000000004,-86.17292400000001,21163
210028902134,Murray/Calloway County Area Tech Center,126 Robertson Rd. North,Murray,KY,42071,36.608063,-88.350598,21035
210028902136,Letcher County Area Technology Center,515 Cougar Dr,Whitesburg,KY,41858,37.119047,-82.78801800000001,21133
210028902138,Mayfield/Graves County Area Tech Center,710 Douthitt Street,Mayfield,KY,42066,36.730171,-88.627843,21083
210028902141,Warren Co. Area Technology Center,365 Technology Way,Bowling Green,KY,42101,37.040169,-86.322824,21227
210028902142,Campbell County Area Technology Center,909 Camel Crossing,Alexandria,KY,41001,38.918737,-84.39354300000001,21037
210028902143,Harrison County Area Technology Center,327 Webster Ave.,Cynthiana,KY,41031,38.382237,-84.294473,21097
210028902145,Lincoln County Area Technology Center,422 Education Way,Stanford,KY,40484,37.512976,-84.654703,21137
210028902147,Martin County Area Technology Center,7900 Hwy 645,Inez,KY,41224,37.872242,-82.526915,21159
210028902152,Shelby County Area Technology Center,230 Rocket Lane,Shelbyville,KY,40065,38.212484,-85.178134,21211
210028902153,Breathitt County Area Technology Center,2303 Bobcat Lane,Jackson,KY,41339,37.555927000000004,-83.382108,21025
210028902154,Nelson County Area Technology Center,1060 Bloomfield Road,Bardstown,KY,40004,37.829080000000005,-85.426951,21179
210028902156,Wayne County Area Technology Center,150 Cardinal Way,Monticello,KY,42633,36.826722000000004,-84.865493,21231
210028902160,Logan County Career and Technical Center,2400 Bowling Green Road,Russellville,KY,42276,36.842018,-86.84599200000001,21141
210028902161,Barren County Area Technology Center,491 Trojan Tr,Glasgow,KY,42141,36.976157,-85.921791,21009
210028902163,Rockcastle County Area Technology Center,1555 Lake Cumberland Rd,Mount Vernon,KY,40456,37.362500000000004,-84.364441,21203
210028902164,Boone County Area Technology Center,3320 Cougar Path,Hebron,KY,41048,39.061086,-84.695831,21015
210028902170,Greenup County Area Technology Center,146 Musketeer Drive,Greenup,KY,41144,38.631675,-82.87331,21089
210028902172,Fulton County Area Technology Center,2720 Moscow Ave,Hickman,KY,42050,36.569117,-89.15705200000001,21075
210028902173,Monroe County Area Technology Center,757 Old Mulkey Road,Tompkinsville,KY,42167,36.692798,-85.700123,21171
210028902174,Knott County Area Technology Center,1996 Highway 160 South,Hindman,KY,41822,37.319659,-82.958394,21119
210028902176,Bullitt County Area Technology Center,395 High School Drive,Shepherdsville,KY,40165,38.001836000000004,-85.699715,21029
210028902177,Russell Area Technology Center,705 Red Devil Lane,Russell,KY,41169,38.510785,-82.70684200000001,21089
210028902182,Millard Area Technology Center,7925 Millard Hwy,Pikeville,KY,41501,37.387583,-82.436997,21195
210028902183,Bell County Area Technology Center,9828 US Hwy. 25-E,Pineville,KY,40977,36.72908,-83.65935300000001,21013
210028902468,iLEAD Academy,2557 KY-227,Carrollton,KY,41008,38.657322,-85.130803,21041
210028902478,Delta Academy,960 Center Street,Beattyville,KY,41311,37.584495000000004,-83.70846900000001,21129
210028902479,Corbin Regional Career Academy,108 Roy Kidd Ave,Corbin,KY,40701,36.949773,-84.096253,21235
210029002440,The Craft Academy for Excellence in Science and Mathematics,Grote-Thompson Hall,Morehead,KY,40351,38.187979,-83.433837,21205
210030000047,Austin Tracy Elementary School,2477 Austin Tracy Rd,Lucas,KY,42156,36.830151,-86.03232700000001,21009
210030000048,Barren County High School,507 Trojan Trail,Glasgow,KY,42141,36.97477,-85.91940600000001,21009
210030000049,Eastern Elementary School,4601 New Salem Rd,Glasgow,KY,42141,36.982,-85.832873,21009
210030000050,Hiseville Elementary School,149 Cardinal Blvd,Glasgow,KY,42141,37.099204,-85.819612,21009
210030000051,Park City Elementary School,45 Indian Mill Rd,Park City,KY,42160,37.096629,-86.046383,21009
210030000052,Red Cross Elementary School,215 Parkview Dr,Glasgow,KY,42141,36.986106,-85.940017,21009
210030000053,Temple Hill Elementary School,8788 Tompkinsville Rd,Glasgow,KY,42141,36.88683,-85.846801,21009
210030000607,Barren County Middle School,555 Trojan Trail,Glasgow,KY,42141,36.975093,-85.923289,21009
210030001303,College Street Campus,304 E College Street,Glasgow,KY,42142,36.99194,-85.910931,21009
210030001970,BAVEL,113 West Public Square,Glasgow,KY,42141,36.995857,-85.913364,21009
210030002232,North Jackson Elementary,2002 North Jackson Highway,Glasgow,KY,42141,37.0197,-85.904751,21009
210033000056,Owingsville Elementary School,50 Chenault Drive,Owingsville,KY,40360,38.141663,-83.775323,21011
210033000057,Bath County High School,645 Chenault Dr,Owingsville,KY,40360,38.137205,-83.776702,21011
210033001606,Bath County Middle School,335 W Main St,Owingsville,KY,40360,38.143061,-83.769852,21011
210033002223,Crossroads Elementary School,4755 E Hwy 60,Owingsville,KY,40360,38.132529,-83.688841,21011
210033002335,Second Chance Academy,335 West Main Street,Owingsville,KY,40360,38.143061,-83.769852,21011
210036000059,Beechwood Elementary School,54 Beechwood Rd,Fort Mitchell,KY,41017,39.048948,-84.555042,21117
210036000060,Beechwood High School,54 Beechwood Rd,Fort Mitchell,KY,41017,39.048777,-84.55532000000001,21117
210036002409,Guardian Angel,75 Orphanage Road,Fort Mitchell,KY,41017,39.02953,-84.554141,21117
210039000002,Bell County Alternative School,9828 US Hwy 25E Second Floor,Pineville,KY,40977,36.729178000000005,-83.660067,21013
210039000062,Bell County High School,9824 US Highway 25 E,Pineville,KY,40977,36.712546,-83.691789,21013
210039000067,Frakes School Center,29 Henderson Settlement Loop,Frakes,KY,40940,36.640736000000004,-83.931613,21013
210039000068,Lone Jack School Center,101 Creech Hollow Road,Fourmile,KY,40939,36.789343,-83.747335,21013
210039000072,Right Fork School Center,5296 Hwy. 221,Stoney Fork,KY,40988,36.794119,-83.58606900000001,21013
210039000074,Yellow Creek School Center,4840 West Cumberland Avenue,Middlesboro,KY,40965,36.612856,-83.758733,21013
210039001881,Bell Central School Center,9821 US 25-E,Pineville,KY,40977,36.711,-83.69774,21013
210039001882,Page School Center,239 Page School Road,Pineville,KY,40977,36.729189,-83.640915,21013
210042000075,Bellevue High School,201 Center St,Bellevue,KY,41073,39.102354,-84.48205200000001,21037
210042000076,Grandview Elementary School,500 Grandview Avenue,Bellevue,KY,41073,39.101937,-84.475871,21037
210048000077,Berea Community Elementary School,2 Pirate Pkwy,Berea,KY,40403,37.579361,-84.29382100000001,21151
210048000078,Berea Community High School,1 Pirate Pkwy,Berea,KY,40403,37.579011,-84.294145,21151
210048001658,Berea Community Middle School,1 Pirate Pkwy,Berea,KY,40403,37.578717000000005,-84.294189,21151
210051000011,Larry A. Ryle High School,10379 Us 42,Union,KY,41091,38.933009,-84.677589,21015
210051000079,A M Yealey Elementary School,10 Yealey Dr,Florence,KY,41042,38.987975,-84.659313,21015
210051000080,Rector A. Jones Middle School,8000 Spruce Dr,Florence,KY,41042,38.988885,-84.616489,21015
210051000081,Boone County High School,7056 Burlington Pk,Florence,KY,41042,39.006036,-84.631268,21015
210051000082,Burlington Elementary School,5946 Orient St,Burlington,KY,41005,39.029373,-84.720263,21015
210051000083,Conner Middle School,3300 Cougar Path,Hebron,KY,41048,39.060368000000004,-84.699308,21015
210051000084,Conner High School,3310 Cougar Path,Hebron,KY,41048,39.061029000000005,-84.696406,21015
210051000085,Florence Elementary School,103 Center St,Florence,KY,41042,39.000882000000004,-84.629898,21015
210051000086,Chester Goodridge Elementary School,3330 Cougar Path,Hebron,KY,41048,39.062311,-84.692173,21015
210051000088,New Haven Elementary School,10854 Us 42,Union,KY,41091,38.916811,-84.68013,21015
210051000089,Ockerman Elementary School,8250 Us 42,Florence,KY,41042,38.982401,-84.653921,21015
210051000090,Ockerman Middle School,8300 Us 42,Florence,KY,41042,38.980019,-84.654064,21015
210051000638,Gray Middle School,10400 Us 42,Union,KY,41091,38.930217,-84.67989,21015
210051001519,Charles H. Kelly Elementary School,6775 Mcville Rd,Burlington,KY,41005,38.982709,-84.827459,21015
210051001608,Hillard Collins Elementary School,9000 Spruce Dr,Florence,KY,41042,38.989916,-84.615502,21015
210051001695,Stephens Elementary School,5687 Hwy 237,Burlington,KY,41005,39.026932,-84.702327,21015
210051001710,Erpenbeck Elementary School,US 42 9001 Wetherington Blvd,Florence,KY,41042,38.966192,-84.666865,21015
210051001883,North Pointe Elementary School,875 North Bend Rd,Hebron,KY,41048,39.11592,-84.735699,21015
210051001971,Camp Ernst Middle School,6515 Camp Ernst Rd,Burlington,KY,41005,39.011795,-84.704375,21015
210051002022,Shirley Mann Elementary School,10435 US Hwy 42,Union,KY,41091,38.930046000000004,-84.67781500000001,21015
210051002206,Randall K. Cooper High School,2855 Longbranch Rd,Union,KY,41091,38.97509,-84.71340000000001,21015
210051002245,Longbranch Elementary School,2805 Longbranch Rd.,Union,KY,41091,38.973257000000004,-84.70864900000001,21015
210051002266,Boone County Alternative Center,99 Center Dr.,Florence,KY,41042,39.000907,-84.629864,21015
210051002290,Thornwilde Elementary School,1760 Elmburn Ln,Hebron,KY,41048,39.09415,-84.7411,21015
210051002429,Imagineering Academy,99 Center Street,Florence,KY,41042,39.000820000000004,-84.629641,21015
210051002460,Ballyshannon Middle School,7515 Shamrock Avenue,Union,KY,41091,38.955906,-84.702782,21015
210051002473,Boone County Schools Ignite Academy,37 Atlantic Avenue,Erlanger,KY,41018,39.04582,-84.622881,21015
210054000024,Cane Ridge Elementary School,8000 Bypass Road,Paris,KY,40361,38.223977,-84.2427,21017
210054000096,North Middletown Elementary School,301 College Street,North Middletown,KY,40357,38.147206000000004,-84.110141,21017
210054000098,Bourbon County High School,3341 Lexington Road,Paris,KY,40361,38.194065,-84.271641,21017
210054000099,Bourbon County Middle School,3339 Lexington Road,Paris,KY,40361,38.194098000000004,-84.273824,21017
210054001576,Bourbon Central Elementary School,367 Bethlehem Road,Paris,KY,40361,38.185608,-84.275047,21017
210054002054,Bourbon County Preschool Headstart,369 Bethlehem Road,Paris,KY,40361,38.185391,-84.273536000000007,21017
210057000100,Dishman McGinnis Elementary School,375 Glen Lily Road,Bowling Green,KY,42101,36.994548,-86.45744,21227
210057000102,Parker-Bennett-Curry School,165 Webb Dr,Bowling Green,KY,42101,37.002624000000004,-86.438366,21227
210057000103,Potter Gray Elementary,610 Wakefield Dr.,Bowling Green,KY,42103,36.983638,-86.417579,21227
210057000104,Bowling Green Junior High,900 Campbell Ln,Bowling Green,KY,42104,36.962397,-86.458966,21227
210057000105,Bowling Green High School,1801 Rockingham Lane,Bowling Green,KY,42104,36.963798000000004,-86.44204500000001,21227
210057000106,T C Cherry Elementary School,1001 Liberty Ave,Bowling Green,KY,42104,36.976113,-86.446664,21227
210057000107,W R McNeill Elementary School,1800 Creason Drive,Bowling Green,KY,42101,36.980323,-86.46178400000001,21227
210057001696,Bowling Green Learning Center,503 Old Morgantown Rd,Bowling Green,KY,42101,36.98822,-86.462091,21227
210057001830,Childrens Crisis Stabilization Unit,501 Chestnut St,Bowling Green,KY,42101,36.9953,-86.435011,21227
210057001911,Warren Regional Juvenile Detention Ctr,1020 Kentucky St,Bowling Green,KY,42102,36.994331,-86.445366,21227
210062000030,Ponderosa Elementary School,16701 Ponderosa Dr,Catlettsburg,KY,41129,38.342589000000004,-82.690368,21019
210062000108,Boyd County High School,14375 Lions Lane,Ashland,KY,41102,38.373202,-82.71533600000001,21019
210062000109,Cannonsburg Elementary School,12219 Midland Trail Rd,Ashland,KY,41102,38.378205,-82.703586,21019
210062000112,Boyd County Middle School,1226 Summit Road,Ashland,KY,41102,38.42775,-82.700513,21019
210062000117,Summit Elementary School,830 State Rt 716,Ashland,KY,41102,38.434591000000005,-82.697877,21019
210062000118,Catlettsburg Elementary School,3348 Court St,Catlettsburg,KY,41129,38.406927,-82.601229,21019
210062000640,Ramey-Estep High School,2901 Pigeon Roost Road,Rush,KY,41168,38.291337,-82.77094100000001,21019
210062001479,Boyd Co Career & Tech Educ Ctr Voc Sch,12300 Midland Trail Rd.,Ashland,KY,41102,38.376983,-82.702493,21019
210062001923,Boyd Co Early Childhood Learning Ctr Nor,1100 Bob McCullough Dr,Ashland,KY,41102,38.443633,-82.68586400000001,21019
210062001972,Boyd Co Early Childhood Learning Ctr Sou,12862 State Rt 180,Ashland,KY,41102,38.382382,-82.71436200000001,21019
210062002171,Kentucky TECH - Ashland Reg Tech Ctr,4818 Roberts Drive,Ashland,KY,41102,38.446126,-82.689017,21019
210062002186,Ashland Technical College,4818 Roberts Drive,Ashland,KY,41102,38.446126,-82.689017,21019
210062002466,Boyd County Central School,2901 West Pigeon Roost Road,Rush,KY,41168,38.291337,-82.77094100000001,21019
210063000119,Boyle County Middle School,1651 Perryville Rd,Danville,KY,40422,37.650178000000004,-84.800983,21021
210063000120,Boyle County High School,1637 Perryville Rd,Danville,KY,40422,37.649844,-84.798302,21021
210063000121,Junction City Elementary School,250 School St,Junction City,KY,40440,37.588853,-84.79090000000001,21021
210063000122,Woodlawn Elementary School,1661 Perryville Rd,Danville,KY,40422,37.651803,-84.800786,21021
210063000124,Perryville Elementary School,418 West Fourth St,Perryville,KY,40468,37.648437,-84.957549,21021
210063001713,Boyle County Day Treatment,1637 Perryville Road,Danville,KY,40422,37.649844,-84.798302,21021
210063002041,North Point Education Center,Walter Reed Rd,Burgin,KY,40310,37.709988,-84.74592100000001,21021
210066000125,Bracken County High School,350 W Miami St,Brooksville,KY,41004,38.69001,-84.071859,21023
210066000128,Taylor Elementary School,140 Gibson Dr,Brooksville,KY,41004,38.684342,-84.07102400000001,21023
210066001560,Bracken County Middle School,167 Parsley Drive,Brooksville,KY,41004,38.683976,-84.072647,21023
210069000129,Breathitt County High School,2307 Bobcat Lane,Jackson,KY,41339,37.554887,-83.384529,21025
210069000132,LBJ Elementary School,90 LBJ Road,Jackson,KY,41339,37.560437,-83.36993,21025
210069000133,Marie Roberts-Caney Elementary School,115 Red Skin Run,Lost Creek,KY,41348,37.472968,-83.325453,21025
210069000136,Sebastian Middle School,244 LBJ Road,Jackson,KY,41339,37.561505000000004,-83.368212,21025
210069001623,Breathitt Regional Juvenile Det Ctr,2725 Hwy 30 W,Jackson,KY,41339,37.5379,-83.416043,21025
210069001659,Highland-Turner Elementary School,10355 HWY 30W,Booneville,KY,41314,37.484404,-83.484564,21025
210069001717,Breathitt Residential Treatment Center,3826 Highway 15 S,Jackson,KY,41339,37.525648000000004,-83.345612,21025
210069001842,Breathitt County Day Treatment,2665 Hwy 30 W,Jackson,KY,41339,37.537869,-83.41594500000001,21025
210072000137,Breckinridge County High School,2019 E. Highway 60,Harned,KY,40144,37.75606,-86.42703300000001,21027
210072000138,Hardinsburg Elementary School,419 E Third St,Hardinsburg,KY,40143,37.782466,-86.45258100000001,21027
210072000139,Ben Johnson Elementary School,13598 S. Hwy 259,Mc Daniels,KY,40152,37.596017,-86.382992,21027
210072000140,Custer Elementary School,14880 Hwy 690,Custer,KY,40115,37.741440000000004,-86.25066100000001,21027
210072000141,Irvington Elementary School,1 Wildcat Way,Irvington,KY,40146,37.872767,-86.28820900000001,21027
210072001304,Breckinridge County Middle School,1877 E. Highway 60,Harned,KY,40144,37.754767,-86.424419,21027
210075000144,Brooks Elementary School,1430 Brooks Hill Road,Brooks,KY,40109,38.063787000000005,-85.717798,21029
210075000145,Bullitt Central High School,1330 Hwy 44 E,Shepherdsville,KY,40165,37.99974,-85.69779100000001,21029
210075000146,Cedar Grove Elementary,1900 Cedar Grove Road,Shepherdsville,KY,40165,37.981154000000004,-85.679351,21029
210075000147,Hebron Middle School,3300 E Hebron Ln,Shepherdsville,KY,40165,38.048494,-85.669945,21029
210075000148,Lebanon Junction Elementary,10920 S Preston Hwy,Lebanon Junction,KY,40150,37.848709,-85.726468,21029
210075000149,Maryville Elementary School,4504 Summers Dr,Louisville,KY,40229,38.061179,-85.686651,21029
210075000150,MT. Washington Middle School,269 Water St,Mount Washington,KY,40047,38.047898000000004,-85.545066,21029
210075000151,MT. Washington Elementary,9234 Hwy 44 E,Mount Washington,KY,40047,38.039165000000004,-85.563351,21029
210075000153,Nichols Elementary,10665 Hwy 44 W,West Point,KY,40177,38.013636,-85.88380500000001,21029
210075000154,North Bullitt High School,3200 E Hebron Ln,Shepherdsville,KY,40165,38.048539,-85.66997,21029
210075000155,Overdale Elementary School,651 Overdale Dr,Louisville,KY,40229,38.080571,-85.67705600000001,21029
210075000156,Roby Elementary School,1148 Hwy 44 E,Shepherdsville,KY,40165,37.997687,-85.702866,21029
210075000157,Riverview Opportunity Center,383 High School Dr,Shepherdsville,KY,40165,38.001397000000004,-85.699405,21029
210075000414,Bernheim Middle School,700 Audubon Dr,Shepherdsville,KY,40165,37.917462,-85.68530100000001,21029
210075000929,Bullitt Alternative Center,381 High School Dr,Shepherdsville,KY,40165,38.001397000000004,-85.699405,21029
210075001305,Pleasant Grove Elementary School,6415 Hwy 44 E,Mount Washington,KY,40047,38.025452,-85.61169100000001,21029
210075001409,Bullitt East High School,11450 Hwy 44E,Mount Washington,KY,40047,38.05652,-85.53184300000001,21029
210075001410,Bullitt Lick Middle School,555 W Blue Lick Rd,Shepherdsville,KY,40165,37.998044,-85.72051900000001,21029
210075001578,Old Mill Elementary School,11540 Hwy 44 E,Mount Washington,KY,40047,38.057858,-85.531069,21029
210075001958,Freedom Elementary School,4682 North Preston Hwy.,Shepherdsville,KY,40165,38.048177,-85.675174,21029
210075001973,Zoneton Middle School,797 Old Preston Hwy N,Shepherdsville,KY,40165,38.069262,-85.663548,21029
210075001974,Shepherdsville Elementary,527 W Blue Lick Rd,Shepherdsville,KY,40165,37.996758,-85.719701,21029
210075001975,Eastside Middle School,6925 Hwy 44E,Mount Washington,KY,40047,38.027548,-85.603488,21029
210075002169,Spring Meadows,310 Hope St,Mt Washington,KY,40047,38.04284,-85.531701,21029
210075002286,Crossroads Elementary,156 Erin Circle,Mount Washington,KY,40047,38.047102,-85.547061,21029
210078002407,Burgin Independent School,440 E Main St,Burgin,KY,40310,37.752133,-84.762522,21167
210081000160,Butler County High School,1852 S. Main Street,Morgantown,KY,42261,37.2055,-86.700513,21031
210081000163,Green River School,363  Boy's Camp Rd,Cromwell,KY,42333,37.290018,-86.737044,21031
210081000164,Morgantown Elementary School,210 Cemetery Street,Morgantown,KY,42261,37.231097,-86.68088900000001,21031
210081001697,Butler County Middle School,505 Ward Ave,Morgantown,KY,42261,37.231464,-86.682508,21031
210081001976,North Butler Elementary,5539 Brownsville Rd,Morgantown,KY,42261,37.265088,-86.602892,21031
210081001977,Butler County Learning Center,178 Academic Way,Morgantown,KY,42261,37.215504,-86.708505,21031
210084000166,Caldwell County High School,350 Beckner Ln,Princeton,KY,42445,37.137190000000004,-87.89559100000001,21033
210084000167,Caldwell County Middle School,440 Beckner Ln,Princeton,KY,42445,37.13792,-87.892837,21033
210084000170,Caldwell County Elementary School,105 Education Dr,Princeton,KY,42445,37.135114,-87.894577,21033
210084001660,Caldwell County Primary School,1000 Marion Rd,Princeton,KY,42445,37.132947,-87.896376,21033
210087000171,Calloway County High School,2108 College Farm Rd,Murray,KY,42071,36.618466,-88.341182,21035
